"airtableID","Unique ID","Primary Field","Title","Work type","Year","publisher","spatial.country","spatial.city","Page no","Issue","Volume","Source link","[commentaries]","person","Complete","news_items","name-major-poet","person-author","topics-decade","commentaries_relation","References","site section"
"","apdp.work.000192","Dictionary of British Women Writers (1989)","Dictionary of British Women Writers","Single Author|Full Length","1989","[""Routledge Kegan & Paul""]","[""England""]","[""London""]","","",""," - ","","""[Todd, Janet]()|Editor;;;[Todd, Janet]()|Work Author""","","""[Attempting the pen (1989-09-22)](apdp.news.000270)""","","[""Todd, Janet""]","1980","","",""
"","apdp.work.000193","Longman Anthology of World Literature by Women 1875-1975 (1989)","Longman Anthology of World Literature by Women 1875-1975","Anthology","1989","[""Longmans""]","[""England""]","[""London""]","","",""," - ","","""[Arkin, Marian]()|Editor;;;[Shollar, Barbara]()|Editor""","","""[Attempting the pen (1989-09-22)](apdp.news.000270)""","","","1980","","",""
"","apdp.work.000194","A Sparrow Falls (1977)","A Sparrow Falls","Single Author|Full Length","1977","[""Heinemann Educational""]","","","","","","","","""[Smith, Wilbur Addison]()|;;;[Smith, Wilbur Addison]()|Work Author""","True","""[An astonishing first novel (1977-06-12)](apdp.news.000487)""","","[""Smith, Wilbur Addison""]","1970","","",""
"","apdp.work.000195","The Extra Man (1977)","The Extra Man","Single Author|Full Length","1977","[""W. H. Allen""]","","","","","","","","""[Rosenthal, Andrew]()|;;;[Rosenthal, Andrew]()|Work Author""","True","""[An astonishing first novel (1977-06-12)](apdp.news.000487)""","","[""Rosenthal, Andrew""]","1970","","",""
"","apdp.work.000196","A Shadow of Gulls (1977)","A Shadow of Gulls","Single Author|Full Length","1977","[""G.P. Putnam's Sons""]","[""United States""]","","","","","","","""[Finney,  Patricia 'P.F. Chisholm/Grace Cavendish']()|;;;[Finney,  Patricia 'P.F. Chisholm/Grace Cavendish']()|Work Author""","True","""[An astonishing first novel (1977-06-12)](apdp.news.000487)""","","[""Finney,  Patricia 'P.F. Chisholm/Grace Cavendish'""]","1970","","",""
"","apdp.work.000197","In the Heart of the Country (1977)","In the Heart of the Country","Single Author|Full Length","1977","[""Secker & Warburg""]","","","","","","","","""[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|;;;[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Work Author""","True","""[An astonishing first novel (1977-06-12)](apdp.news.000487)""","","[""Coetzee, John Maxwell ' -J. M. '""]","1970","","",""
"","apdp.work.000198","Sculptor in Prison (1980)","Sculptor in Prison","Research Article","1980","","","","","",""," - ","","""[Ntuli, Pitika](apdp.person.itn.000290)|Poet""","","""[Among the Magazines: Index (1980-06-06)](apdp.news.000158)""","","","1980","","",""
"","apdp.work.000199","The Open Sore of a Continent: A Personal Narrative of the Nigerian Crisis (1997)","The Open Sore of a Continent: A Personal Narrative of the Nigerian Crisis","Single Author|Full Length","1997","[""Oxford University Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Work Author""","","""[All the Trouble in the World- Dr. Mairi J Blackings comments a bold exploration of the turmoil in Africa (1996-11-02)](apdp.news.000007)""","","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","1990","","",""
"","apdp.work.000200","Collected Poems by Louis MacNeice (2002)","Collected Poems by Louis MacNeice","Single Author|Full Length","2002","[""Faber & Faber Ltd.""]","[""England""]","[""London""]","","","","","","""[MacNeice, Louis]()|Author""","True","""[All Riddle and Rhyme (2007-05-13)](apdp.news.000447)""","","","2000","","",""
"","apdp.work.000201","The Castaways (1972)","The Castaways","Single Author|Full Length","1972","[""MacMillan""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Fugard, Sheila Meiring](apdp.person.itn.000929)|Poet;;;[Fugard, Sheila Meiring](apdp.person.itn.000929)|Work Author""","","""[Alien Shores (1972-11-10)](apdp.news.000044)""","","[""Fugard, Sheila Meiring""]","1970","","",""
"","apdp.work.000202","Daughters of Africa: An International Anthology of Words and Writings by Women of African descent from the Ancient Egyptian to the present (1992)","Daughters of Africa: An International Anthology of Words and Writings by Women of African descent from the Ancient Egyptian to the present","Anthology","1992","[""Ballantine Books""]","[""United States""]","[""New York""]","","",""," - ","","""[Busby, Margaret]()|Editor""","","""[Ain't I a woman (1992-12-11)](apdp.news.000266)""","","","1990","","",""
"","apdp.work.000203","The Fishermen (2015)","The Fishermen","Single Author|Full Length","2015","[""Little, Brown and Company""]","[""United States""]","[""New York""]","","",""," - ","","","","""[Aiming High (2015-10-04)](apdp.news.000357)""","","","2010","","",""
"","apdp.work.000204","Geschichte der neoafrikanischen Literatur (1966)","Geschichte der neoafrikanischen Literatur","Anthology","1966","[""Eugen Diederichs Verlag""]","[""Germany""]","[""Dusseldorf""]","","",""," - ","","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet""","","""[Agisymbolic (1966-09-08)](apdp.news.000023)""","","","1960","","",""
"","apdp.work.000205","Italian Writing Today (1967)","Italian Writing Today","Anthology","1967","[""Penguin Publishing Group""]","[""England""]","[""London""]","","","","","","""[Trevelyan, Walter Raleigh 'Raleigh Trevelyan']()|Editor""","True","""[After indignation, what? (1967-01-29)](apdp.news.000690)""","","","1960","","",""
"","apdp.work.000206","German Writing Today  (1967)","German Writing Today ","Anthology","1967","[""Penguin Publishing Group""]","[""England""]","[""London""]","","","","","","""[Middleton, Christopher John 'Christopher Middleton']()|Editor""","True","""[After indignation, what? (1967-01-29)](apdp.news.000690)""","","","1960","","",""
"","apdp.work.000207","The New Writing in the USA (1967)","The New Writing in the USA","Anthology","1967","[""Penguin Publishing Group""]","[""England""]","","","","","","","""[ALLEN, Donald 'Donald Merriam Allen']()|Editor;;;[Creeley, Robert  'Robert White Creeley']()|Editor""","True","""[After indignation, what? (1967-01-29)](apdp.news.000690)""","","","1960","","",""
"","apdp.work.000208","African Poems of Thomas Pringle (1989)","African Poems of Thomas Pringle","Single Author|Collected Works","1989","[""Killie Campbell Africana Library""]","[""South Africa""]","[""KwaZulu-Natal""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","""[African Poems of Thomas Pringle (1991-02-22)](apdp.news.000026)""","","[""Campbell, Roy""]","1980","","",""
"","apdp.work.000209","Sounds of a Cowhide Drum (1971)","Sounds of a Cowhide Drum","Single Author|Selected Works","1971","[""Third Press""]","","","","",""," - ","['recFHrMoEFWOPNDi9']","""[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Poet;;;[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Work Author""","True","""[Stranger's Voice (1973-05-06)](apdp.news.000668)""","","[""Mtshali, Oswald Mbuyiseni""]","1970","[""[Oswald Joseph Mbuyiseni Mtshali: A South African Poet Whose Collection’s Sales Shocked Critics](apdp.commentary.000014)""]","",""
"","apdp.work.000210","You Must Set Forth at Dawn: A Memoir (2007)","You Must Set Forth at Dawn: A Memoir","Single Author|Full Length","2007","[""Random House""]","[""United States""]","[""New York""]","","",""," - ","","""[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Work Author""","","""[African Adventurer: The life of a Nigerian maverick makes for a challenging read (2006-05-06)](apdp.news.000118)""","","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","2000","","",""
"","apdp.work.000211","A Selection of African Prose (1964)","A Selection of African Prose","Anthology","1964","[""The Clarendon Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Hasan, Muhammad Abdille](apdp.person.itn.001009)|Poet;;;[Diop, Birago](apdp.person.itn.000186)|Poet;;;[Karibo, Minji](apdp.person.itn.001244)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet""","","""[Africa on Record (1964-06-11)](apdp.news.000169)""","","","1960","","",""
"","apdp.work.000212","Somali Poetry: An Introduction (1964)","Somali Poetry: An Introduction","Anthology","1964","[""Oxford University Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Hasan, Muhammad Abdille](apdp.person.itn.001009)|Poet;;;[Diop, Birago](apdp.person.itn.000186)|Poet;;;[Karibo, Minji](apdp.person.itn.001244)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Dadié, Bernard Binlin](apdp.person.itn.000576)|Poet;;;[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet""","","""[Africa on Record (1964-06-11)](apdp.news.000169)""","","","1960","","",""
"","apdp.work.000213","New Poems 1952. A P.E.N. anthology. 1952 / edited by Clifford Dyment, Roy Fuller & Montagu Slater  (1952)","New Poems 1952. A P.E.N. anthology. 1952 / edited by Clifford Dyment, Roy Fuller & Montagu Slater ","Anthology","1952","[""Michael Joseph""]","","","","","","","","","True","""[A Year's Poems (1952-05-25)](apdp.news.000407)""","","","1950","","",""
"","apdp.work.000214","Voices from Twentieth-Century Africa: Griots and towncriers (1988)","Voices from Twentieth-Century Africa: Griots and towncriers","Anthology","1988","[""Faber & Faber Ltd.""]","[""England""]","[""London""]","","",""," - ","","""[Ibekwe, Chinweizu](apdp.person.itn.000218)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Ogundipe-Leslie, Omolara 'Molara'](apdp.person.itn.001294)|Poet;;;[Jacinto, António 'Orlando Tavora'](apdp.person.itn.000400)|Poet""","","""[A world reclaimed (2020-11-25)](apdp.news.000027)""","","","1980","","",""
"","apdp.work.000215","Morning Yet on Creation Day (1975)","Morning Yet on Creation Day","Single Author|Full Length","1975","[""Heinemann Educational""]","[""England""]","[""London""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[A World of Riches (1975-04-13)](apdp.news.000175)""","","","1970","","",""
"","apdp.work.000216","Poems of Black Africa (1975)","Poems of Black Africa","Anthology","1975","[""Heinemann Educational""]","[""England""]","[""London""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","","""[A World of Riches (1975-04-13)](apdp.news.000175)""","","","1970","","",""
"","apdp.work.000217","More Modern African Stories (1975)","More Modern African Stories","Anthology","1975","[""Fontana (HarperCollins)""]","[""United States""]","[""New York""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","","""[A World of Riches (1975-04-13)](apdp.news.000175)""","","","1970","","",""
"","apdp.work.000218","Talking Bronco (1946)","Talking Bronco","Single Author|Selected Works","1946","[""Faber & Faber Ltd.""]","[""England""]","[""London""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","""[A Tragic Poet (2046-06-09)](apdp.news.000376)""","","[""Campbell, Roy""]","1940","","",""
"","apdp.work.000219","South African Sketches: Poems by Thomas Pringle, with a frontispicco photogravuro by J. G. Millais (1834)","South African Sketches: Poems by Thomas Pringle, with a frontispicco photogravuro by J. G. Millais","Single Author|Selected Works","1834","[""The Abbey Press""]","[""Scotland""]","[""Edinburgh""]","","",""," - ","","""[Pringle, Thomas](apdp.person.itn.000168)|Poet;;;[Pringle, Thomas](apdp.person.itn.000168)|Work Author""","","""[A South African Poet (2002-06-20)](apdp.news.000048)""","","[""Pringle, Thomas""]","1830","","",""
"","apdp.work.000220","Ephemorides: or occasional poems, Written in Scotland and South Africa (1828)","Ephemorides: or occasional poems, Written in Scotland and South Africa","Single Author|Selected Works","1828","[""Smith, Elder, and Company""]","[""England""]","[""London""]","","",""," - ","","""[Pringle, Thomas](apdp.person.itn.000168)|Poet;;;[Pringle, Thomas](apdp.person.itn.000168)|Work Author""","","""[A South African Poet (2002-06-20)](apdp.news.000048)""","","[""Pringle, Thomas""]","1820","","",""
"","apdp.work.000221","Roy Campbell: A Critical Biography (1982)","Roy Campbell: A Critical Biography","Single Author|Full Length","1982","[""Oxford University Press""]","[""England""]","","","","","","","""[Alexander, Peter 'F.']()|Author;;;[Alexander, Peter 'F.']()|Work Author""","True","""[A South African Bloomsbury basher (1982-04-11)](apdp.news.000437)""","","[""Alexander, Peter 'F.'""]","1980","","",""
"","apdp.work.000222","Selected Poems of Francis Carey Slater (1947)","Selected Poems of Francis Carey Slater","Single Author|Selected Works","1947","[""Oxford University Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Slater, Francis Carey 'F. C.'](apdp.person.itn.001128)|Poet;;;[Slater, Francis Carey 'F. C.'](apdp.person.itn.001128)|Work Author""","","""[A Poet of South Africa (1947-05-31)](apdp.news.000025)""","","[""Slater, Francis Carey 'F. C.'""]","1940","","",""
"","apdp.work.000223","The Famished Road (1992)","The Famished Road","Single Author|Full Length","1992","[""Vintage UK""]","[""England""]","[""London""]","","",""," - ","","","","""[A pain in the arts (1996-12-01)](apdp.news.000722)""","","","1990","","",""
"","apdp.work.000224","Soldiers of Light (2004)","Soldiers of Light","Single Author|Full Length","2004","[""Gardeners Books""]","[""England""]","[""Sussex""]","","",""," - ","","","True","""[A nation in trauma (2004-03-28)](apdp.news.000338)""","","","2000","","",""
"","apdp.work.000225","Mithraic Emblems (1936)","Mithraic Emblems","Single Author|Full Length","1936","[""Boriswood""]","[""England""]","[""London""]","","","","","","","True","""[A Matador among Poets (2037-01-17)](apdp.news.000398);;;[Round the Stands (2036-11-01)](apdp.news.000396)""","","","1930","","",""
"","apdp.work.000226","Portrait of a Marriage: Vita Sackville-West and Harold Nicolson (1973)","Portrait of a Marriage: Vita Sackville-West and Harold Nicolson","Single Author|Full Length","1973","[""Weidenfeld & Nicolson Ltd""]","","","","","","","","""[Nicolson, Nigel]()|Author;;;[Nicolson, Nigel]()|Work Author""","True","""[A Love No Storm Could Break (1973-10-28)](apdp.news.000426)""","","[""Nicolson, Nigel""]","1970","","",""
"","apdp.work.000227","This Earth, My Brother... An Allegorical Tale of Africa (1971)","This Earth, My Brother... An Allegorical Tale of Africa","Single Author|Full Length","1971","[""Anchor Books""]","[""United States""]","[""New York""]","","",""," - ","","""[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Poet;;;[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Work Author""","","""[A is for Art (1972-03-24)](apdp.news.000182);;;[Kofi Awoonor (2013-09-25)](apdp.news.002279)""","","[""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'""]","1970","","",""
"","apdp.work.000228","Dusklands (1983)","Dusklands","Single Author|Full Length","1983","[""Secker & Warburg""]","[""England""]","[""London""]","","","","","","""[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|;;;[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Work Author""","True","""[A harsh voice crying in the wilderness (1983-01-23)](apdp.news.000489);;;[The magical historical shortlist (1983-09-25)](apdp.news.000491);;;[The Sunday Times Weekly Guide (1983-12-04)](apdp.news.000497)""","","[""Coetzee, John Maxwell ' -J. M. '""]","1980","","",""
"","apdp.work.000229","A Guide to Twentieth-Century Women Novelists (1998)","A Guide to Twentieth-Century Women Novelists","Single Author|Full Length","1998","[""Wiley-Blackwell""]","","","","",""," - ","","""[Wheeler, Kathleen]()|Author;;;[Wheeler, Kathleen]()|Work Author""","","""[Guide to Twentieth-Century Women Novelists, A (1997-06-27)](apdp.news.000285)""","","[""Wheeler, Kathleen""]","1990","","",""
"","apdp.work.000230","The Penguin Book of Southern African Verse (1989)","The Penguin Book of Southern African Verse","Anthology","1989","[""Penguin Publishing Group""]","[""England""]","[""London""]","","",""," - ","['recFHrMoEFWOPNDi9']","""[Breytenbach, Breyten](apdp.person.itn.001295)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Livingstone, Douglas]()|Poet;;;[Cope, Robert Knox 'Jack'](apdp.person.itn.000632)|Poet;;;[Horn, Peter Rudolf Gisela](apdp.person.itn.001139)|Poet;;;[Plaatje, Solomon Tshekisho](apdp.person.itn.000246)|Poet;;;[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Poet""","","""[A garbled message (1990-05-18)](apdp.news.000021);;;[South African Verse (1980-12-12)](apdp.news.000857);;;[A garbled message (1990-05-18)](apdp.news.001105)""","","","1980","[""[Oswald Joseph Mbuyiseni Mtshali: A South African Poet Whose Collection’s Sales Shocked Critics](apdp.commentary.000014)""]","",""
"","apdp.work.000231","English Sonnets (1947)","English Sonnets","Anthology","1947","[""Longmans, Green & Co. Ltd""]","","","","","","","","""[Taylor, Walt ]()|Editor;;;[Taylor, Walt ]()|Work Author""","True","""['Bound with Garlands' (2047-07-27)](apdp.news.000405)""","","[""Taylor, Walt ""]","1940","","",""
"","apdp.work.000232","Nerve Ends (1969)","Nerve Ends","Single Author|Selected Works","1969","[""Hodder and Stoughton""]","[""England""]","[""London""]","","",""," - ","","""[Wright, David](apdp.person.itn.000487)|Poet;;;[Wright, David](apdp.person.itn.000487)|Work Author""","","","","[""Wright, David""]","1960","","",""
